pt,int,hz,ppm
3772,43214600,13004.6,172.246
3773,42633600,13006,172.265
3774,42052600,13007.5,172.285
3775,41471600,13009,172.304
3776,41232400,13010.4,172.324
3777,40649400,13011.9,172.343
3778,40066500,13013.4,172.363
3779,39483600,13014.8,172.382
3780,38900600,13016.3,172.401
3781,39001200,13017.8,172.421
3782,40889100,13019.2,172.44
3783,40602400,13020.7,172.46
3784,40315700,13022.2,172.479
3785,40029000,13023.7,172.499
3786,39742300,13025.1,172.518
3787,37142700,13026.6,172.538
3788,37165700,13028.1,172.557
3789,37188700,13029.5,172.576
3790,37211700,13031,172.596
3791,37234700,13032.5,172.615
3792,37257700,13033.9,172.635
3793,39215900,13035.4,172.654
3794,38467000,13036.9,172.674
3795,37718200,13038.3,172.693
3796,36969400,13039.8,172.713
3797,36220600,13041.3,172.732
3798,33665800,13042.7,172.751
3799,33924100,13044.2,172.771
3800,33607000,13045.7,172.79
3801,33289900,13047.1,172.81
3802,32972700,13048.6,172.829
3803,33797300,13050.1,172.849
3804,35914700,13051.5,172.868
3805,35332300,13053,172.888
3806,34749900,13054.5,172.907
3807,34167500,13055.9,172.926
3808,33585000,13057.4,172.946
3809,33002600,13058.9,172.965
3810,31263100,13060.4,172.985
3811,31011700,13061.8,173.004
3812,30760300,13063.3,173.024
3813,30508900,13064.8,173.043
3814,30257400,13066.2,173.063
3815,30006000,13067.7,173.082
3816,31990600,13069.2,173.101
3817,31461800,13070.6,173.121
3818,30932900,13072.1,173.14
3819,30404000,13073.6,173.16
3820,29875200,13075,173.179
3821,28248300,13076.5,173.199
3822,28089700,13078,173.218
3823,27931100,13079.4,173.238
3824,27772500,13080.9,173.257
3825,27613900,13082.4,173.276
3826,27455300,13083.8,173.296
3827,27608800,13085.3,173.315
3828,27301400,13086.8,173.335
3829,26994000,13088.2,173.354
3830,26686600,13089.7,173.374
3831,26379200,13091.2,173.393
3832,26071700,13092.7,173.413
3833,26267900,13094.1,173.432
3834,25749700,13095.6,173.452
3835,25231400,13097.1,173.471
3836,24862800,13098.5,173.49
3837,25558900,13100,173.51
3838,26516900,13101.5,173.529
3839,26938800,13102.9,173.549
3840,26483800,13104.4,173.568
3841,26028800,13105.9,173.588
3842,25573800,13107.3,173.607
3843,25118800,13108.8,173.627
3844,24092300,13110.3,173.646
3845,24014200,13111.7,173.665
3846,23936100,13113.2,173.685
3847,23858000,13114.7,173.704
3848,23779900,13116.1,173.724
3849,23701800,13117.6,173.743
3850,24947000,13119.1,173.763
3851,24766900,13120.5,173.782
3852,24586700,13122,173.802
3853,24406600,13123.5,173.821
3854,24226400,13125,173.84
3855,24046300,13126.4,173.86
3856,23496300,13127.9,173.879
3857,22943700,13129.4,173.899
3858,22391200,13130.8,173.918
3859,21960000,13132.3,173.938
3860,22055700,13133.8,173.957
3861,22396700,13135.2,173.977
3862,22383200,13136.7,173.996
3863,22369600,13138.2,174.015
3864,22356000,13139.6,174.035
3865,22342400,13141.1,174.054
3866,22328800,13142.6,174.074
3867,21878700,13144,174.093
3868,21701600,13145.5,174.113
3869,21524500,13147,174.132
3870,21347400,13148.4,174.152
3871,21170300,13149.9,174.171
3872,20993200,13151.4,174.19
3873,20974000,13152.8,174.21
3874,21035300,13154.3,174.229
3875,21096500,13155.8,174.249
3876,21157800,13157.3,174.268
3877,21219000,13158.7,174.288
3878,20880400,13160.2,174.307
3879,20431700,13161.7,174.327
3880,19982900,13163.1,174.346
3881,19534200,13164.6,174.365
3882,19152900,13166.1,174.385
3883,19398200,13167.5,174.404
3884,19593800,13169,174.424
3885,19583700,13170.5,174.443
3886,19573500,13171.9,174.463
3887,19563400,13173.4,174.482
3888,19553200,13174.9,174.502
3889,19543100,13176.3,174.521
3890,19391100,13177.8,174.54
3891,19117100,13179.3,174.56
3892,18843100,13180.7,174.579
3893,18569200,13182.2,174.599
3894,18532900,13183.7,174.618
3895,18670300,13185.1,174.638
3896,18783500,13186.6,174.657
3897,18663800,13188.1,174.677
3898,18544100,13189.5,174.696
3899,18424400,13191,174.715
3900,18304700,13192.5,174.735
3901,18187600,13194,174.754
3902,18105200,13195.4,174.774
3903,18022800,13196.9,174.793
3904,17940300,13198.4,174.813
3905,17857900,13199.8,174.832
3906,17775500,13201.3,174.852
3907,17757200,13202.8,174.871
3908,17812000,13204.2,174.89
3909,17866800,13205.7,174.91
3910,17921600,13207.2,174.929
3911,17976400,13208.6,174.949
3912,18031200,13210.1,174.968
3913,17761900,13211.6,174.988
3914,17278100,13213,175.007
3915,16794300,13214.5,175.027
3916,16310400,13216,175.046
3917,16261600,13217.4,175.065
3918,16455300,13218.9,175.085
3919,16476800,13220.4,175.104
3920,16437400,13221.8,175.124
3921,16398000,13223.3,175.143
3922,16358700,13224.8,175.163
3923,16319300,13226.3,175.182
3924,16269400,13227.7,175.202
3925,16102300,13229.2,175.221
3926,15935200,13230.7,175.24
3927,15768100,13232.1,175.26
3928,15601000,13233.6,175.279
3929,15433900,13235.1,175.299
3930,15538000,13236.5,175.318
3931,15504300,13238,175.338
3932,15470600,13239.5,175.357
3933,15436900,13240.9,175.377
3934,15403200,13242.4,175.396
3935,15369500,13243.9,175.416
3936,15274600,13245.3,175.435
3937,15141300,13246.8,175.454
3938,15007900,13248.3,175.474
3939,14874600,13249.7,175.493
3940,14741300,13251.2,175.513
3941,14608000,13252.7,175.532
3942,14815800,13254.1,175.552
3943,14781600,13255.6,175.571
3944,14747500,13257.1,175.591
3945,14713300,13258.6,175.61
3946,14679200,13260,175.629
3947,14641500,13261.5,175.649
3948,14570500,13263,175.668
3949,14499400,13264.4,175.688
3950,14428300,13265.9,175.707
3951,14357300,13267.4,175.727
3952,14286200,13268.8,175.746
3953,14207400,13270.3,175.766
3954,14109000,13271.8,175.785
3955,14010600,13273.2,175.804
3956,13912100,13274.7,175.824
3957,13813700,13276.2,175.843
3958,13715300,13277.6,175.863
3959,13616900,13279.1,175.882
3960,13518500,13280.6,175.902
3961,13420100,13282,175.921
3962,13321700,13283.5,175.941
3963,13236800,13285,175.96
3964,13155900,13286.4,175.979
3965,13197100,13287.9,175.999
3966,13265900,13289.4,176.018
3967,13334800,13290.9,176.038
3968,13403600,13292.3,176.057
3969,13472400,13293.8,176.077
3970,13525600,13295.3,176.096
3971,13317800,13296.7,176.116
3972,13109900,13298.2,176.135
3973,12902100,13299.7,176.154
3974,12694200,13301.1,176.174
3975,12486400,13302.6,176.193
3976,12320600,13304.1,176.213
3977,12284500,13305.5,176.232
3978,12248400,13307,176.252
3979,12212300,13308.5,176.271
3980,12176200,13309.9,176.291
3981,12140000,13311.4,176.31
3982,12103900,13312.9,176.329
3983,12067800,13314.3,176.349
3984,12031700,13315.8,176.368
3985,11995600,13317.3,176.388
3986,12002700,13318.7,176.407
3987,12030200,13320.2,176.427
3988,12057700,13321.7,176.446
3989,12085200,13323.1,176.466
3990,12112700,13324.6,176.485
3991,12140200,13326.1,176.504
3992,12167700,13327.6,176.524
3993,12194000,13329,176.543
3994,12151500,13330.5,176.563
3995,12109000,13332,176.582
3996,12066500,13333.4,176.602
3997,12023900,13334.9,176.621
3998,11981400,13336.4,176.641
3999,11938900,13337.8,176.66
4000,11896400,13339.3,176.679
4001,11853900,13340.8,176.699
4002,11811400,13342.2,176.718
4003,11768900,13343.7,176.738
4004,11726400,13345.2,176.757
4005,11683900,13346.6,176.777
4006,11641400,13348.1,176.796
4007,11598900,13349.6,176.816
4008,11556400,13351,176.835
4009,11524000,13352.5,176.854
4010,11498500,13354,176.874
4011,11473000,13355.4,176.893
4012,11447500,13356.9,176.913
4013,11422000,13358.4,176.932
4014,11396500,13359.9,176.952
4015,11371000,13361.3,176.971
4016,11345600,13362.8,176.991
4017,11320100,13364.3,177.01
4018,11294600,13365.7,177.029
4019,11269100,13367.2,177.049
4020,11243600,13368.7,177.068
4021,11218100,13370.1,177.088
4022,11194600,13371.6,177.107
4023,11180500,13373.1,177.127
4024,11166500,13374.5,177.146
4025,11152500,13376,177.166
4026,11138500,13377.5,177.185
4027,11124500,13378.9,177.204
4028,11110500,13380.4,177.224
4029,11096500,13381.9,177.243
4030,11082500,13383.3,177.263
4031,11068500,13384.8,177.282
4032,11054500,13386.3,177.302
4033,11040500,13387.7,177.321
4034,11012900,13389.2,177.341
4035,10977800,13390.7,177.36
4036,10942700,13392.2,177.379
4037,10907600,13393.6,177.399
4038,10872500,13395.1,177.418
4039,10837400,13396.6,177.438
4040,10802300,13398,177.457
4041,10767200,13399.5,177.477
4042,10732100,13401,177.496
4043,10697100,13402.4,177.516
4044,10662000,13403.9,177.535
4045,10634100,13405.4,177.555
4046,10655200,13406.8,177.574
4047,10676300,13408.3,177.593
4048,10697400,13409.8,177.613
4049,10718500,13411.2,177.632
4050,10739600,13412.7,177.652
4051,10734500,13414.2,177.671
4052,10684800,13415.6,177.691
4053,10635100,13417.1,177.71
4054,10585400,13418.6,177.73
4055,10535700,13420,177.749
4056,10486000,13421.5,177.768
4057,10436300,13423,177.788
4058,10386600,13424.5,177.807
4059,10336900,13425.9,177.827
4060,10287200,13427.4,177.846
4061,10237500,13428.9,177.866
4062,10187800,13430.3,177.885
4063,10138100,13431.8,177.905
4064,10088400,13433.3,177.924
4065,10038700,13434.7,177.943
4066,9989030,13436.2,177.963
4067,10017300,13437.7,177.982
4068,10050400,13439.1,178.002
4069,10083500,13440.6,178.021
4070,10116600,13442.1,178.041
4071,10149700,13443.5,178.06
4072,10182800,13445,178.08
4073,10215900,13446.5,178.099
4074,10230900,13447.9,178.118
4075,10199100,13449.4,178.138
4076,10167300,13450.9,178.157
4077,10135600,13452.3,178.177
4078,10103800,13453.8,178.196
4079,10072000,13455.3,178.216
4080,10040200,13456.7,178.235
4081,10008400,13458.2,178.255
4082,9976610,13459.7,178.274
4083,9944820,13461.2,178.293
4084,9913030,13462.6,178.313
4085,9881240,13464.1,178.332
4086,9849450,13465.6,178.352
4087,9817660,13467,178.371
4088,9785870,13468.5,178.391
4089,9754080,13470,178.41
4090,9722290,13471.4,178.43
4091,9690500,13472.9,178.449
4092,9685690,13474.4,178.468
4093,9682350,13475.8,178.488
4094,9679010,13477.3,178.507
4095,9675670,13478.8,178.527
4096,9672330,13480.2,178.546
4097,9668990,13481.7,178.566
4098,9665640,13483.2,178.585
4099,9662300,13484.6,178.605
4100,9658960,13486.1,178.624
4101,9655620,13487.6,178.643
4102,9652280,13489,178.663
4103,9648930,13490.5,178.682
4104,9645590,13492,178.702
4105,9642250,13493.5,178.721
4106,9638910,13494.9,178.741
4107,9635570,13496.4,178.76
4108,9632220,13497.9,178.78
4109,9628880,13499.3,178.799
4110,9625540,13500.8,178.818
4111,9622200,13502.3,178.838
4112,9618860,13503.7,178.857
4113,9615510,13505.2,178.877
4114,9612170,13506.7,178.896
4115,9608830,13508.1,178.916
4116,9605490,13509.6,178.935
4117,9602150,13511.1,178.955
4118,9598800,13512.5,178.974
4119,9595460,13514,178.993
4120,9593830,13515.5,179.013
4121,9607770,13516.9,179.032
4122,9621710,13518.4,179.052
4123,9635640,13519.9,179.071
4124,9649580,13521.3,179.091
4125,9663520,13522.8,179.11
4126,9677460,13524.3,179.13
4127,9691400,13525.8,179.149
4128,9705340,13527.2,179.168
4129,9719280,13528.7,179.188
4130,9733220,13530.2,179.207
4131,9747160,13531.6,179.227
4132,9762850,13533.1,179.246
4133,9780460,13534.6,179.266
4134,9798070,13536,179.285
4135,9815680,13537.5,179.305
4136,9833290,13539,179.324
4137,9850900,13540.4,179.343
4138,9868520,13541.9,179.363
4139,9886130,13543.4,179.382
4140,9903740,13544.8,179.402
4141,9921350,13546.3,179.421
4142,9938960,13547.8,179.441
4143,9956570,13549.2,179.46
4144,9973770,13550.7,179.48
4145,9990930,13552.2,179.499
4146,10008100,13553.6,179.519
4147,10025300,13555.1,179.538
4148,10042400,13556.6,179.557
4149,10059600,13558.1,179.577
4150,10076700,13559.5,179.596
4151,10093900,13561,179.616
4152,10111100,13562.5,179.635
4153,10128200,13563.9,179.655
4154,10145400,13565.4,179.674
4155,10159500,13566.9,179.694
4156,10167700,13568.3,179.713
4157,10175900,13569.8,179.732
4158,10184100,13571.3,179.752
4159,10192200,13572.7,179.771
4160,10200400,13574.2,179.791
4161,10208600,13575.7,179.81
4162,10216800,13577.1,179.83
4163,10225000,13578.6,179.849
4164,10233100,13580.1,179.869
4165,10241300,13581.5,179.888
4166,10249500,13583,179.907
4167,10306200,13584.5,179.927
4168,10374000,13585.9,179.946
4169,10441700,13587.4,179.966
4170,10509400,13588.9,179.985
4171,10577200,13590.4,180.005
4172,10644700,13591.8,180.024
4173,10671400,13593.3,180.044
4174,10698200,13594.8,180.063
4175,10724900,13596.2,180.082
4176,10751600,13597.7,180.102
4177,10778300,13599.2,180.121
4178,10805100,13600.6,180.141
4179,10831800,13602.1,180.16
4180,10858500,13603.6,180.18
4181,10885200,13605,180.199
4182,10911900,13606.5,180.219
4183,10938700,13608,180.238
4184,10961800,13609.4,180.257
4185,10980100,13610.9,180.277
4186,10998500,13612.4,180.296
4187,11016900,13613.8,180.316
4188,11035200,13615.3,180.335
4189,11053600,13616.8,180.355
4190,11072000,13618.2,180.374
4191,11090300,13619.7,180.394
4192,11108700,13621.2,180.413
4193,11127100,13622.6,180.432
4194,11145500,13624.1,180.452
4195,11163800,13625.6,180.471
4196,11197100,13627.1,180.491
4197,11231900,13628.5,180.51
4198,11266600,13630,180.53
4199,11301300,13631.5,180.549
4200,11336100,13632.9,180.569
4201,11372900,13634.4,180.588
4202,11449100,13635.9,180.607
4203,11525300,13637.3,180.627
4204,11601500,13638.8,180.646
4205,11677700,13640.3,180.666
4206,11753800,13641.7,180.685
4207,11818100,13643.2,180.705
4208,11844700,13644.7,180.724
4209,11871200,13646.1,180.744
4210,11897800,13647.6,180.763
4211,11924300,13649.1,180.782
4212,11950900,13650.5,180.802
4213,11977600,13652,180.821
4214,12004400,13653.5,180.841
4215,12031300,13654.9,180.86
4216,12058100,13656.4,180.88
4217,12085000,13657.9,180.899
4218,12111800,13659.4,180.919
4219,12193300,13660.8,180.938
4220,12296000,13662.3,180.957
4221,12398600,13663.8,180.977
4222,12501300,13665.2,180.996
4223,12603900,13666.7,181.016
4224,12706600,13668.2,181.035
4225,12766100,13669.6,181.055
4226,12818500,13671.1,181.074
4227,12870900,13672.6,181.094
4228,12923300,13674,181.113
4229,12975700,13675.5,181.132
4230,13216700,13677,181.152
4231,13269500,13678.4,181.171
4232,13322200,13679.9,181.191
4233,13374900,13681.4,181.21
4234,13427700,13682.8,181.23
4235,13480400,13684.3,181.249
4236,13520700,13685.8,181.269
4237,13520900,13687.2,181.288
4238,13521000,13688.7,181.307
4239,13521200,13690.2,181.327
4240,13521300,13691.7,181.346
4241,13521400,13693.1,181.366
4242,13587000,13694.6,181.385
4243,13631800,13696.1,181.405
4244,13676500,13697.5,181.424
4245,13721300,13699,181.444
4246,13766000,13700.5,181.463
4247,13810700,13701.9,181.482
4248,13878900,13703.4,181.502
4249,13958800,13704.9,181.521
4250,14038600,13706.3,181.541
4251,14118500,13707.8,181.56
4252,14198400,13709.3,181.58
4253,14278300,13710.7,181.599
4254,14719400,13712.2,181.619
4255,14749200,13713.7,181.638
4256,14779000,13715.1,181.658
4257,14808800,13716.6,181.677
4258,14838700,13718.1,181.696
4259,14869500,13719.5,181.716
4260,14923400,13721,181.735
4261,14977300,13722.5,181.755
4262,15031100,13724,181.774
4263,15085000,13725.4,181.794
4264,15138900,13726.9,181.813
4265,15618100,13728.4,181.833
4266,15682900,13729.8,181.852
4267,15747700,13731.3,181.871
4268,15812500,13732.8,181.891
4269,15877300,13734.2,181.91
4270,15942100,13735.7,181.93
4271,15979800,13737.2,181.949
4272,15980400,13738.6,181.969
4273,15981000,13740.1,181.988
4274,15981600,13741.6,182.008
4275,15982200,13743,182.027
4276,15982800,13744.5,182.046
4277,16058200,13746,182.066
4278,16103400,13747.4,182.085
4279,16148600,13748.9,182.105
4280,16193800,13750.4,182.124
4281,16239000,13751.8,182.144
4282,16284100,13753.3,182.163
4283,16353600,13754.8,182.183
4284,16427300,13756.2,182.202
4285,16501000,13757.7,182.221
4286,16574700,13759.2,182.241
4287,16648400,13760.7,182.26
4288,17042000,13762.1,182.28
4289,17083000,13763.6,182.299
4290,17123900,13765.1,182.319
4291,17164900,13766.5,182.338
4292,17205900,13768,182.358
4293,17246800,13769.5,182.377
4294,17287800,13770.9,182.396
4295,17328800,13772.4,182.416
4296,17369700,13773.9,182.435
4297,17410700,13775.3,182.455
4298,17451700,13776.8,182.474
4299,17492600,13778.3,182.494
4300,17580600,13779.7,182.513
4301,17711900,13781.2,182.533
4302,17843200,13782.7,182.552
4303,17974500,13784.1,182.571
4304,18105800,13785.6,182.591
4305,18237100,13787.1,182.61
4306,18393800,13788.5,182.63
4307,18410100,13790,182.649
4308,18426300,13791.5,182.669
4309,18442600,13793,182.688
4310,18458800,13794.4,182.708
4311,18475000,13795.9,182.727
4312,18537700,13797.4,182.746
4313,18605600,13798.8,182.766
4314,18673500,13800.3,182.785
4315,18741400,13801.8,182.805
4316,18809300,13803.2,182.824
4317,18875000,13804.7,182.844
4318,18881500,13806.2,182.863
4319,18887900,13807.6,182.883
4320,18894300,13809.1,182.902
4321,18900800,13810.6,182.921
4322,18907200,13812,182.941
4323,18933600,13813.5,182.96
4324,19001100,13815,182.98
4325,19068600,13816.4,182.999
4326,19136100,13817.9,183.019
4327,19203600,13819.4,183.038
4328,19271000,13820.8,183.058
4329,19323300,13822.3,183.077
4330,19357900,13823.8,183.096
4331,19392500,13825.3,183.116
4332,19427100,13826.7,183.135
4333,19461700,13828.2,183.155
4334,19496300,13829.7,183.174
4335,19553800,13831.1,183.194
4336,19621000,13832.6,183.213
4337,19688100,13834.1,183.233
4338,19755300,13835.5,183.252
4339,19822500,13837,183.271
4340,19889600,13838.5,183.291
4341,19956800,13839.9,183.31
4342,20023900,13841.4,183.33
4343,20091100,13842.9,183.349
4344,20155100,13844.3,183.369
4345,20135300,13845.8,183.388
4346,20115500,13847.3,183.408
4347,20095600,13848.7,183.427
4348,20075800,13850.2,183.446
4349,20056000,13851.7,183.466
4350,20036200,13853.1,183.485
4351,20016400,13854.6,183.505
4352,20055200,13856.1,183.524
4353,20192000,13857.6,183.544
4354,20328700,13859,183.563
4355,20465500,13860.5,183.583
4356,20602300,13862,183.602
4357,20739100,13863.4,183.622
4358,20818800,13864.9,183.641
4359,20844100,13866.4,183.66
4360,20869300,13867.8,183.68
4361,20894600,13869.3,183.699
4362,20919900,13870.8,183.719
4363,20945100,13872.2,183.738
4364,20967000,13873.7,183.758
4365,20987500,13875.2,183.777
4366,21007900,13876.6,183.797
4367,21028300,13878.1,183.816
4368,21048800,13879.6,183.835
4369,21069200,13881,183.855
4370,21089700,13882.5,183.874
4371,21110100,13884,183.894
4372,21130500,13885.4,183.913
4373,21151000,13886.9,183.933
4374,21171400,13888.4,183.952
4375,21191400,13889.8,183.972
4376,21208000,13891.3,183.991
4377,21224700,13892.8,184.01
4378,21241300,13894.3,184.03
4379,21258000,13895.7,184.049
4380,21274700,13897.2,184.069
4381,21291300,13898.7,184.088
4382,21308000,13900.1,184.108
4383,21324600,13901.6,184.127
4384,21341300,13903.1,184.147
4385,21357900,13904.5,184.166
4386,21374600,13906,184.185
4387,21391300,13907.5,184.205
4388,21407900,13908.9,184.224
4389,21424600,13910.4,184.244
4390,21441200,13911.9,184.263
4391,21447900,13913.3,184.283
4392,21450400,13914.8,184.302
4393,21452900,13916.3,184.322
4394,21455400,13917.7,184.341
4395,21457900,13919.2,184.36
4396,21460300,13920.7,184.38
4397,21462800,13922.1,184.399
4398,21465300,13923.6,184.419
4399,21467800,13925.1,184.438
4400,21470300,13926.6,184.458
4401,21472700,13928,184.477
4402,21475200,13929.5,184.497
4403,21477700,13931,184.516
4404,21478100,13932.4,184.535
4405,21471300,13933.9,184.555
4406,21464600,13935.4,184.574
4407,21457800,13936.8,184.594
4408,21451100,13938.3,184.613
4409,21444300,13939.8,184.633
4410,21437600,13941.2,184.652
4411,21430800,13942.7,184.672
4412,21424100,13944.2,184.691
4413,21417300,13945.6,184.71
4414,21410600,13947.1,184.73
4415,21403800,13948.6,184.749
4416,21397100,13950,184.769
4417,21390300,13951.5,184.788
4418,21383600,13953,184.808
4419,21376800,13954.4,184.827
4420,21370100,13955.9,184.847
4421,21363400,13957.4,184.866
4422,21356600,13958.9,184.885
4423,21349900,13960.3,184.905
4424,21343100,13961.8,184.924
4425,21336400,13963.3,184.944
4426,21329600,13964.7,184.963
4427,21321100,13966.2,184.983
4428,21301400,13967.7,185.002
4429,21281700,13969.1,185.022
4430,21262100,13970.6,185.041
4431,21242400,13972.1,185.06
4432,21222700,13973.5,185.08
4433,21203100,13975,185.099
4434,21183400,13976.5,185.119
4435,21163700,13977.9,185.138
4436,21144000,13979.4,185.158
4437,21124400,13980.9,185.177
4438,21104700,13982.3,185.197
4439,21110300,13983.8,185.216
4440,21131500,13985.3,185.235
4441,21152800,13986.7,185.255
4442,21174000,13988.2,185.274
4443,21195200,13989.7,185.294
4444,21216400,13991.2,185.313
4445,21171300,13992.6,185.333
4446,21115200,13994.1,185.352
4447,21059200,13995.6,185.372
4448,21003200,13997,185.391
4449,20947100,13998.5,185.41
4450,20891100,14000,185.43
4451,20835100,14001.4,185.449
4452,20779000,14002.9,185.469
4453,20723000,14004.4,185.488
4454,20666900,14005.8,185.508
4455,20610900,14007.3,185.527
4456,20554900,14008.8,185.547
4457,20498800,14010.2,185.566
4458,20442800,14011.7,185.585
4459,20386800,14013.2,185.605
4460,20365000,14014.6,185.624
4461,20380000,14016.1,185.644
4462,20395000,14017.6,185.663
4463,20409900,14019,185.683
4464,20424900,14020.5,185.702
4465,20439900,14022,185.722
4466,20454800,14023.5,185.741
4467,20469800,14024.9,185.761
4468,20419600,14026.4,185.78
4469,20355100,14027.9,185.799
4470,20290500,14029.3,185.819
4471,20226000,14030.8,185.838
4472,20161500,14032.3,185.858
4473,20096900,14033.7,185.877
4474,20025400,14035.2,185.897
4475,19954000,14036.7,185.916
4476,19882500,14038.1,185.936
4477,19811000,14039.6,185.955
4478,19739500,14041.1,185.974
4479,19668000,14042.5,185.994
4480,19596500,14044,186.013
4481,19525000,14045.5,186.033
4482,19453500,14046.9,186.052
4483,19436700,14048.4,186.072
4484,19504500,14049.9,186.091
4485,19572400,14051.3,186.111
4486,19640200,14052.8,186.13
4487,19708000,14054.3,186.149
4488,19775800,14055.7,186.169
4489,19843600,14057.2,186.188
4490,19911400,14058.7,186.208
4491,19795900,14060.2,186.227
4492,19612700,14061.6,186.247
4493,19429500,14063.1,186.266
4494,19246300,14064.6,186.286
4495,19063100,14066,186.305
4496,18879900,14067.5,186.324
4497,18906000,14069,186.344
4498,18950600,14070.4,186.363
4499,18995100,14071.9,186.383
4500,19039600,14073.4,186.402
4501,19084200,14074.8,186.422
4502,19107800,14076.3,186.441
4503,19053400,14077.8,186.461
4504,18999000,14079.2,186.48
4505,18944500,14080.7,186.499
4506,18890100,14082.2,186.519
4507,18835700,14083.6,186.538
4508,18781300,14085.1,186.558
4509,18726800,14086.6,186.577
4510,18672400,14088,186.597
4511,18618000,14089.5,186.616
4512,18563500,14091,186.636
4513,18509100,14092.5,186.655
4514,18454700,14093.9,186.674
4515,18400300,14095.4,186.694
4516,18345800,14096.9,186.713
4517,18291400,14098.3,186.733
4518,18251200,14099.8,186.752
4519,18212800,14101.3,186.772
4520,18260500,14102.7,186.791
4521,18314400,14104.2,186.811
4522,18368400,14105.7,186.83
4523,18422300,14107.1,186.849
4524,18476200,14108.6,186.869
4525,18512200,14110.1,186.888
4526,18461800,14111.5,186.908
4527,18411400,14113,186.927
4528,18361000,14114.5,186.947
4529,18310600,14115.9,186.966
4530,18260200,14117.4,186.986
4531,18209800,14118.9,187.005
4532,18159300,14120.3,187.024
4533,18108900,14121.8,187.044
4534,18058500,14123.3,187.063
4535,18008100,14124.8,187.083
4536,17957700,14126.2,187.102
4537,17840000,14127.7,187.122
4538,17686500,14129.2,187.141
4539,17533000,14130.6,187.161
4540,17379500,14132.1,187.18
4541,17364800,14133.6,187.199
4542,17397800,14135,187.219
4543,17430700,14136.5,187.238
4544,17463600,14138,187.258
4545,17496600,14139.4,187.277
4546,17529500,14140.9,187.297
4547,17562500,14142.4,187.316
4548,17582100,14143.8,187.336
4549,17515100,14145.3,187.355
4550,17448200,14146.8,187.374
4551,17381300,14148.2,187.394
4552,17314400,14149.7,187.413
4553,17247500,14151.2,187.433
4554,17180500,14152.6,187.452
4555,17113300,14154.1,187.472
4556,17046100,14155.6,187.491
4557,16978900,14157.1,187.511
4558,16911800,14158.5,187.53
4559,16844600,14160,187.549
4560,16777400,14161.5,187.569
4561,16710300,14162.9,187.588
4562,16643100,14164.4,187.608
4563,16575900,14165.9,187.627
4564,16538700,14167.3,187.647
4565,16511100,14168.8,187.666
4566,16483600,14170.3,187.686
4567,16456000,14171.7,187.705
4568,16428400,14173.2,187.725
4569,16400800,14174.7,187.744
4570,16373200,14176.1,187.763
4571,16345600,14177.6,187.783
4572,16318100,14179.1,187.802
4573,16290500,14180.5,187.822
4574,16262900,14182,187.841
4575,16235300,14183.5,187.861
4576,16207700,14184.9,187.88
4577,16170400,14186.4,187.9
4578,16113600,14187.9,187.919
4579,16056800,14189.3,187.938
4580,16000000,14190.8,187.958
4581,15943200,14192.3,187.977
4582,15886500,14193.8,187.997
4583,15829700,14195.2,188.016
4584,15772900,14196.7,188.036
4585,15716100,14198.2,188.055
4586,15659300,14199.6,188.075
4587,15661600,14201.1,188.094
4588,15693300,14202.6,188.113
4589,15725000,14204,188.133
4590,15756700,14205.5,188.152
4591,15788400,14207,188.172
4592,15820100,14208.4,188.191
4593,15851900,14209.9,188.211
4594,15879300,14211.4,188.23
4595,15833700,14212.8,188.25
4596,15788200,14214.3,188.269
4597,15742700,14215.8,188.288
4598,15697200,14217.2,188.308
4599,15651600,14218.7,188.327
4600,15606100,14220.2,188.347
4601,15560600,14221.6,188.366
4602,15515100,14223.1,188.386
4603,15469600,14224.6,188.405
4604,15424000,14226.1,188.425
4605,15378500,14227.5,188.444
4606,15333000,14229,188.463
4607,15287500,14230.5,188.483
4608,15241900,14231.9,188.502
4609,15196400,14233.4,188.522
4610,15197300,14234.9,188.541
4611,15225700,14236.3,188.561
4612,15254000,14237.8,188.58
4613,15282400,14239.3,188.6
4614,15310800,14240.7,188.619
4615,15339100,14242.2,188.638
4616,15367500,14243.7,188.658
4617,15395800,14245.1,188.677
4618,15384500,14246.6,188.697
4619,15371800,14248.1,188.716
4620,15359100,14249.5,188.736
4621,15346300,14251,188.755
4622,15333600,14252.5,188.775
4623,15320900,14253.9,188.794
4624,15308200,14255.4,188.813
4625,15295400,14256.9,188.833
4626,15282700,14258.4,188.852
4627,15270000,14259.8,188.872
4628,15257300,14261.3,188.891
4629,15244500,14262.8,188.911
4630,15231800,14264.2,188.93
4631,15219100,14265.7,188.95
4632,15206300,14267.2,188.969
4633,15193600,14268.6,188.988
4634,15180900,14270.1,189.008
4635,15168200,14271.6,189.027
4636,15155400,14273,189.047
4637,15142700,14274.5,189.066
4638,15130000,14276,189.086
4639,15117300,14277.4,189.105
4640,15104500,14278.9,189.125
4641,15097200,14280.4,189.144
4642,15091100,14281.8,189.163
4643,15084900,14283.3,189.183
4644,15078800,14284.8,189.202
4645,15072600,14286.2,189.222
4646,15066500,14287.7,189.241
4647,15060300,14289.2,189.261
4648,15054200,14290.7,189.28
4649,15048000,14292.1,189.3
4650,15041900,14293.6,189.319
4651,15035700,14295.1,189.338
4652,15029600,14296.5,189.358
4653,15023400,14298,189.377
4654,15017300,14299.5,189.397
4655,15011100,14300.9,189.416
4656,15005000,14302.4,189.436
